Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
607,27-01-2020 15:00,01-26-2020 06:00,26-01-2020 17:37,Delhi,486,ROBBERY,15,F,Poison,Violent Crime,3,Yes,05-04-2020 15:00
610,26-01-2020 13:00,01-26-2020 09:00,26-01-2020 10:59,Mumbai,232,EXTORTION,38,F,Knife,Other Crime,15,Yes,08-03-2020 13:00
615,28-01-2020 10:00,01-26-2020 14:00,26-01-2020 15:00,Mumbai,253,EXTORTION,46,F,Poison,Other Crime,3,Yes,10-03-2020 10:00
617,27-01-2020 14:00,01-26-2020 16:00,27-01-2020 08:53,Delhi,120,PUBLIC INTOXICATION,51,M,Other,Other Crime,13,No,
618,27-01-2020 03:00,01-26-2020 17:00,27-01-2020 16:03,Delhi,461,DRUG OFFENSE,42,F,Poison,Other Crime,3,Yes,28-02-2020 03:00
620,29-01-2020 15:00,01-26-2020 19:00,27-01-2020 05:49,Delhi,400,EXTORTION,34,F,Firearm,Other Crime,9,Yes,02-03-2020 15:00
622,27-01-2020 18:00,01-26-2020 21:00,27-01-2020 03:18,Mumbai,489,ILLEGAL POSSESSION,77,F,Firearm,Other Crime,11,Yes,20-03-2020 18:00
624,29-01-2020 06:00,01-26-2020 23:00,27-01-2020 12:35,Mumbai,184,ROBBERY,46,M,Blunt Object,Violent Crime,7,No,
631,29-01-2020 13:00,01-27-2020 06:00,27-01-2020 23:23,Chennai,296,SHOPLIFTING,18,F,None,Other Crime,3,Yes,08-02-2020 13:00
632,28-01-2020 07:00,01-27-2020 07:00,28-01-2020 06:01,Delhi,501,CYBERCRIME,25,F,Poison,Other Crime,7,No,
634,28-01-2020 05:00,01-27-2020 09:00,27-01-2020 19:36,Mumbai,182,CYBERCRIME,32,F,None,Other Crime,2,Yes,02-03-2020 05:00
635,29-01-2020 23:00,01-27-2020 10:00,27-01-2020 11:07,Chennai,379,SHOPLIFTING,28,F,Knife,Other Crime,10,Yes,24-02-2020 23:00
640,28-01-2020 07:00,01-27-2020 15:00,28-01-2020 01:31,Delhi,382,PUBLIC INTOXICATION,77,M,Knife,Other Crime,8,No,
641,28-01-2020 22:00,01-27-2020 16:00,28-01-2020 09:12,Delhi,580,FIREARM OFFENSE,31,F,Knife,Fire Accident,15,No,
644,30-01-2020 12:00,01-27-2020 19:00,28-01-2020 06:21,Chennai,570,COUNTERFEITING,77,M,Poison,Other Crime,3,Yes,21-03-2020 12:00
651,28-01-2020 06:00,01-28-2020 02:00,28-01-2020 05:13,Chennai,431,VANDALISM,62,M,Knife,Other Crime,9,Yes,10-02-2020 06:00
660,29-01-2020 21:00,01-28-2020 11:00,29-01-2020 08:05,Delhi,379,COUNTERFEITING,18,F,Explosives,Other Crime,15,No,
666,29-01-2020 09:00,01-28-2020 17:00,29-01-2020 00:04,Delhi,371,BURGLARY,32,F,Poison,Other Crime,3,Yes,19-06-2020 09:00
667,29-01-2020 15:00,01-28-2020 18:00,29-01-2020 17:53,Chennai,278,IDENTITY THEFT,71,M,Knife,Violent Crime,16,No,
668,29-01-2020 01:00,01-28-2020 19:00,29-01-2020 12:27,Delhi,386,VEHICLE - STOLEN,43,F,Explosives,Violent Crime,4,Yes,27-04-2020 01:00
670,28-01-2020 22:00,01-28-2020 21:00,29-01-2020 01:18,Mumbai,380,ARSON,54,F,None,Fire Accident,12,Yes,20-03-2020 22:00
672,29-01-2020 09:00,01-28-2020 23:00,29-01-2020 03:09,Delhi,172,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,8,No,
675,31-01-2020 13:00,01-29-2020 02:00,29-01-2020 11:34,Chennai,134,CYBERCRIME,33,F,Firearm,Other Crime,18,No,
681,31-01-2020 19:00,01-29-2020 08:00,30-01-2020 05:29,Delhi,538,VANDALISM,25,F,Other,Other Crime,18,Yes,17-02-2020 19:00
683,29-01-2020 13:00,01-29-2020 10:00,30-01-2020 03:16,Delhi,361,IDENTITY THEFT,55,F,Knife,Violent Crime,17,Yes,08-03-2020 13:00
684,30-01-2020 07:00,01-29-2020 11:00,30-01-2020 02:14,Mumbai,489,BURGLARY,24,F,Knife,Other Crime,5,Yes,24-03-2020 07:00
685,01-02-2020 09:00,01-29-2020 12:00,30-01-2020 02:17,Mumbai,365,CYBERCRIME,20,F,None,Other Crime,12,No,
686,01-02-2020 11:00,01-29-2020 13:00,29-01-2020 19:24,Delhi,355,CYBERCRIME,50,F,Explosives,Other Crime,14,No,
687,31-01-2020 03:00,01-29-2020 14:00,30-01-2020 01:44,Mumbai,217,PUBLIC INTOXICATION,24,M,Poison,Other Crime,5,No,
689,30-01-2020 03:00,01-29-2020 16:00,30-01-2020 01:28,Mumbai,361,ARSON,62,M,Knife,Fire Accident,17,No,
691,31-01-2020 17:00,01-29-2020 18:00,30-01-2020 08:32,Delhi,458,IDENTITY THEFT,70,M,Blunt Object,Violent Crime,1,No,
693,31-01-2020 17:00,01-29-2020 20:00,30-01-2020 08:02,Delhi,359,SHOPLIFTING,71,M,Firearm,Other Crime,8,No,
702,31-01-2020 07:00,01-30-2020 05:00,30-01-2020 05:27,Delhi,386,CYBERCRIME,27,M,Explosives,Other Crime,13,No,
705,01-02-2020 05:00,01-30-2020 08:00,30-01-2020 14:53,Delhi,415,PUBLIC INTOXICATION,55,F,Poison,Other Crime,3,No,
706,01-02-2020 02:00,01-30-2020 09:00,30-01-2020 23:54,Chennai,148,SEXUAL ASSAULT,29,F,Knife,Violent Crime,17,No,
711,02-02-2020 02:00,01-30-2020 14:00,30-01-2020 17:48,Mumbai,106,TRAFFIC VIOLATION,46,F,Blunt Object,Traffic Fatality,15,Yes,25-02-2020 02:00
712,31-01-2020 00:00,01-30-2020 15:00,31-01-2020 06:37,Chennai,599,SHOPLIFTING,32,M,Other,Other Crime,3,No,
713,02-02-2020 15:00,01-30-2020 16:00,31-01-2020 15:28,Delhi,105,VEHICLE - STOLEN,34,F,Blunt Object,Violent Crime,14,No,
717,01-02-2020 16:00,01-30-2020 20:00,31-01-2020 01:35,Delhi,125,KIDNAPPING,54,F,Knife,Other Crime,18,No,
718,01-02-2020 18:00,01-30-2020 21:00,31-01-2020 01:06,Mumbai,384,FIREARM OFFENSE,77,F,Firearm,Fire Accident,19,No,
721,02-02-2020 05:00,01-31-2020 00:00,31-01-2020 17:49,Chennai,436,VANDALISM,11,M,Blunt Object,Other Crime,3,Yes,28-04-2020 05:00
725,01-02-2020 23:00,01-31-2020 04:00,31-01-2020 13:12,Delhi,333,PUBLIC INTOXICATION,12,M,Blunt Object,Other Crime,10,No,
726,03-02-2020 01:00,01-31-2020 05:00,01-02-2020 01:52,Chennai,454,EXTORTION,23,M,Knife,Other Crime,17,No,
729,31-01-2020 19:00,01-31-2020 08:00,31-01-2020 20:36,Chennai,515,DRUG OFFENSE,42,M,Firearm,Other Crime,18,No,
735,02-02-2020 11:00,01-31-2020 14:00,01-02-2020 06:43,Delhi,337,ROBBERY,27,M,Knife,Violent Crime,2,Yes,24-03-2020 11:00
743,03-02-2020 09:00,01-31-2020 22:00,01-02-2020 15:14,Delhi,392,ARSON,43,M,Other,Fire Accident,9,No,
744,03-02-2020 06:00,01-31-2020 23:00,01-02-2020 15:39,Mumbai,471,SEXUAL ASSAULT,26,F,Blunt Object,Violent Crime,3,No,
746,03-02-2020 16:00,02-01-2020 01:00,02-02-2020 00:22,Delhi,242,FRAUD,12,F,Other,Other Crime,16,Yes,07-04-2020 16:00
749,03-02-2020 12:00,02-01-2020 04:00,01-02-2020 09:53,Delhi,414,VANDALISM,39,M,Firearm,Other Crime,8,No,
754,03-02-2020 09:00,02-01-2020 09:00,01-02-2020 17:29,Mumbai,173,VEHICLE - STOLEN,66,F,Poison,Violent Crime,8,Yes,13-04-2020 09:00
755,01-02-2020 12:00,02-01-2020 10:00,02-02-2020 06:03,Delhi,471,FRAUD,14,F,None,Other Crime,12,Yes,14-02-2020 12:00
756,03-02-2020 11:00,02-01-2020 11:00,02-02-2020 10:30,Delhi,204,DOMESTIC VIOLENCE,50,F,None,Violent Crime,7,Yes,18-02-2020 11:00
763,02-02-2020 18:00,02-01-2020 18:00,02-02-2020 02:16,Mumbai,411,IDENTITY THEFT,30,F,Other,Violent Crime,8,No,
765,02-02-2020 03:00,02-01-2020 20:00,02-02-2020 11:27,Mumbai,383,IDENTITY THEFT,32,F,Blunt Object,Violent Crime,1,No,
767,02-02-2020 03:00,02-01-2020 22:00,02-02-2020 20:28,Chennai,129,ARSON,69,F,Knife,Fire Accident,5,Yes,22-02-2020 03:00
768,04-02-2020 03:00,02-01-2020 23:00,02-02-2020 20:30,Chennai,258,TRAFFIC VIOLATION,43,F,Poison,Traffic Fatality,6,Yes,02-03-2020 03:00
772,02-02-2020 13:00,02-02-2020 03:00,02-02-2020 14:41,Mumbai,543,VANDALISM,51,F,Knife,Other Crime,11,Yes,27-02-2020 13:00
774,05-02-2020 04:00,02-02-2020 05:00,02-02-2020 18:17,Delhi,334,FRAUD,34,F,Blunt Object,Other Crime,11,No,
775,03-02-2020 15:00,02-02-2020 06:00,02-02-2020 08:40,Mumbai,372,IDENTITY THEFT,34,M,Explosives,Violent Crime,18,Yes,12-02-2020 15:00
779,04-02-2020 02:00,02-02-2020 10:00,02-02-2020 17:53,Delhi,155,FRAUD,15,F,Explosives,Other Crime,10,Yes,22-04-2020 02:00
780,04-02-2020 21:00,02-02-2020 11:00,03-02-2020 06:45,Delhi,299,IDENTITY THEFT,54,F,Explosives,Violent Crime,7,No,
782,04-02-2020 05:00,02-02-2020 13:00,03-02-2020 02:42,Delhi,414,VEHICLE - STOLEN,11,M,Blunt Object,Violent Crime,6,No,
783,03-02-2020 12:00,02-02-2020 14:00,03-02-2020 11:15,Delhi,241,DRUG OFFENSE,35,F,Knife,Other Crime,14,No,
786,03-02-2020 03:00,02-02-2020 17:00,02-02-2020 22:04,Mumbai,432,BURGLARY,44,F,Blunt Object,Other Crime,5,Yes,13-06-2020 03:00
795,04-02-2020 13:00,02-03-2020 02:00,03-02-2020 03:21,Delhi,386,SHOPLIFTING,77,M,None,Other Crime,18,No,
797,03-02-2020 20:00,02-03-2020 04:00,03-02-2020 04:36,Delhi,254,VANDALISM,62,M,None,Other Crime,7,No,
801,05-02-2020 23:00,02-03-2020 08:00,03-02-2020 12:23,Mumbai,436,ILLEGAL POSSESSION,57,F,Knife,Other Crime,18,No,
802,05-02-2020 11:00,02-03-2020 09:00,04-02-2020 04:52,Mumbai,344,PUBLIC INTOXICATION,73,M,Blunt Object,Other Crime,6,Yes,25-02-2020 11:00
803,06-02-2020 07:00,02-03-2020 10:00,03-02-2020 22:59,Chennai,381,KIDNAPPING,73,M,None,Other Crime,3,No,
804,03-02-2020 21:00,02-03-2020 11:00,04-02-2020 10:51,Mumbai,361,COUNTERFEITING,52,M,Other,Other Crime,19,No,
807,04-02-2020 04:00,02-03-2020 14:00,03-02-2020 14:32,Mumbai,272,DOMESTIC VIOLENCE,14,F,Other,Violent Crime,4,Yes,01-05-2020 04:00
810,05-02-2020 20:00,02-03-2020 17:00,04-02-2020 14:41,Chennai,467,FIREARM OFFENSE,46,M,Explosives,Fire Accident,10,Yes,07-03-2020 20:00
812,03-02-2020 20:00,02-03-2020 19:00,03-02-2020 21:29,Mumbai,446,CYBERCRIME,43,F,None,Other Crime,5,No,
833,05-02-2020 08:00,02-04-2020 16:00,04-02-2020 18:46,Mumbai,445,CYBERCRIME,14,M,Knife,Other Crime,16,Yes,16-03-2020 08:00
834,04-02-2020 18:00,02-04-2020 17:00,05-02-2020 16:24,Chennai,222,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,5,Yes,27-04-2020 18:00
838,06-02-2020 05:00,02-04-2020 21:00,05-02-2020 14:09,Delhi,599,VEHICLE - STOLEN,41,F,Knife,Violent Crime,11,No,
844,06-02-2020 17:00,02-05-2020 03:00,05-02-2020 06:58,Chennai,459,IDENTITY THEFT,52,F,Firearm,Violent Crime,11,No,
850,05-02-2020 20:00,02-05-2020 09:00,06-02-2020 04:14,Chennai,121,FRAUD,36,F,Knife,Other Crime,4,No,
851,05-02-2020 22:00,02-05-2020 10:00,06-02-2020 05:37,Mumbai,161,FIREARM OFFENSE,49,M,Knife,Fire Accident,1,Yes,29-03-2020 22:00
852,06-02-2020 03:00,02-05-2020 11:00,05-02-2020 23:30,Chennai,190,VEHICLE - STOLEN,52,F,None,Violent Crime,16,Yes,14-04-2020 03:00
855,06-02-2020 16:00,02-05-2020 14:00,05-02-2020 23:25,Delhi,225,TRAFFIC VIOLATION,10,F,Poison,Traffic Fatality,10,Yes,20-02-2020 16:00
856,07-02-2020 20:00,02-05-2020 15:00,06-02-2020 01:03,Mumbai,451,VANDALISM,38,F,Other,Other Crime,13,No,
858,07-02-2020 01:00,02-05-2020 17:00,06-02-2020 12:48,Mumbai,318,DOMESTIC VIOLENCE,67,M,Firearm,Violent Crime,6,Yes,05-05-2020 01:00
863,07-02-2020 09:00,02-05-2020 22:00,06-02-2020 17:20,Mumbai,351,VANDALISM,15,M,None,Other Crime,10,No,
868,07-02-2020 05:00,02-06-2020 03:00,06-02-2020 05:16,Mumbai,545,VANDALISM,22,F,Knife,Other Crime,4,Yes,25-03-2020 05:00
873,07-02-2020 13:00,02-06-2020 08:00,06-02-2020 23:24,Mumbai,466,SEXUAL ASSAULT,76,F,None,Violent Crime,11,No,
876,08-02-2020 20:00,02-06-2020 11:00,07-02-2020 03:46,Chennai,370,ILLEGAL POSSESSION,65,M,Knife,Other Crime,10,No,
877,08-02-2020 09:00,02-06-2020 12:00,07-02-2020 02:20,Mumbai,259,TRAFFIC VIOLATION,75,F,Explosives,Traffic Fatality,6,No,
878,07-02-2020 18:00,02-06-2020 13:00,07-02-2020 09:23,Chennai,366,COUNTERFEITING,10,M,Other,Other Crime,6,Yes,09-04-2020 18:00
882,09-02-2020 16:00,02-06-2020 17:00,07-02-2020 10:48,Chennai,255,VANDALISM,45,F,Explosives,Other Crime,17,Yes,24-04-2020 16:00
883,09-02-2020 03:00,02-06-2020 18:00,06-02-2020 22:13,Chennai,179,DRUG OFFENSE,38,M,Knife,Other Crime,7,Yes,02-05-2020 03:00
884,08-02-2020 12:00,02-06-2020 19:00,06-02-2020 21:26,Delhi,304,VEHICLE - STOLEN,17,M,Other,Violent Crime,10,Yes,23-04-2020 12:00
886,07-02-2020 07:00,02-06-2020 21:00,07-02-2020 14:34,Mumbai,425,FRAUD,27,M,Blunt Object,Other Crime,9,No,
891,07-02-2020 22:00,02-07-2020 02:00,07-02-2020 02:14,Delhi,267,ARSON,37,F,Blunt Object,Fire Accident,15,Yes,01-03-2020 22:00
901,09-02-2020 02:00,02-07-2020 12:00,07-02-2020 21:40,Delhi,100,ARSON,68,F,Firearm,Fire Accident,12,No,
905,09-02-2020 07:00,02-07-2020 16:00,07-02-2020 16:37,Delhi,290,FIREARM OFFENSE,53,F,Blunt Object,Fire Accident,9,No,
911,10-02-2020 19:00,02-07-2020 22:00,08-02-2020 21:04,Mumbai,376,BURGLARY,27,M,Knife,Other Crime,1,Yes,03-07-2020 19:00
913,08-02-2020 11:00,02-08-2020 00:00,08-02-2020 14:07,Delhi,466,ASSAULT,28,F,Blunt Object,Violent Crime,16,Yes,01-03-2020 11:00
922,08-02-2020 19:00,02-08-2020 09:00,08-02-2020 12:26,Delhi,270,HOMICIDE,30,F,Other,Other Crime,10,No,
926,09-02-2020 13:00,02-08-2020 13:00,08-02-2020 21:18,Mumbai,387,ILLEGAL POSSESSION,58,F,None,Other Crime,19,Yes,29-02-2020 13:00
929,09-02-2020 07:00,02-08-2020 16:00,09-02-2020 00:31,Delhi,132,SEXUAL ASSAULT,36,F,Poison,Violent Crime,3,No,
930,10-02-2020 08:00,02-08-2020 17:00,09-02-2020 10:26,Mumbai,294,ROBBERY,16,F,Firearm,Violent Crime,8,Yes,17-05-2020 08:00
939,10-02-2020 10:00,02-09-2020 02:00,09-02-2020 17:43,Chennai,207,DOMESTIC VIOLENCE,58,M,Knife,Violent Crime,6,Yes,24-02-2020 10:00
943,10-02-2020 04:00,02-09-2020 06:00,10-02-2020 00:57,Delhi,106,ASSAULT,73,F,Poison,Violent Crime,18,No,
950,10-02-2020 11:00,02-09-2020 13:00,09-02-2020 15:32,Delhi,117,VEHICLE - STOLEN,11,M,Poison,Violent Crime,9,Yes,03-04-2020 11:00
952,12-02-2020 13:00,02-09-2020 15:00,10-02-2020 06:57,Delhi,259,DRUG OFFENSE,63,M,Blunt Object,Other Crime,17,No,
954,10-02-2020 05:00,02-09-2020 17:00,10-02-2020 13:35,Delhi,260,BURGLARY,49,M,Knife,Other Crime,5,No,
955,11-02-2020 22:00,02-09-2020 18:00,10-02-2020 01:40,Delhi,516,SHOPLIFTING,20,M,Other,Other Crime,10,No,
956,10-02-2020 13:00,02-09-2020 19:00,10-02-2020 00:38,Mumbai,172,SHOPLIFTING,69,M,Explosives,Other Crime,18,Yes,06-04-2020 13:00
963,11-02-2020 16:00,02-10-2020 02:00,10-02-2020 06:22,Delhi,304,ARSON,41,F,Blunt Object,Fire Accident,9,No,
967,11-02-2020 18:00,02-10-2020 06:00,11-02-2020 05:10,Delhi,220,SEXUAL ASSAULT,50,F,Explosives,Violent Crime,18,Yes,29-04-2021 18:00
970,10-02-2020 20:00,02-10-2020 09:00,10-02-2020 21:26,Mumbai,531,FRAUD,70,F,Poison,Other Crime,5,Yes,23-02-2020 20:00
972,11-02-2020 22:00,02-10-2020 11:00,10-02-2020 12:46,Delhi,543,HOMICIDE,34,F,None,Other Crime,5,No,
974,12-02-2020 12:00,02-10-2020 13:00,10-02-2020 15:19,Mumbai,268,FRAUD,23,F,Explosives,Other Crime,16,Yes,28-04-2020 12:00
976,11-02-2020 18:00,02-10-2020 15:00,11-02-2020 11:27,Delhi,510,FRAUD,37,M,Poison,Other Crime,7,Yes,27-02-2020 18:00
978,13-02-2020 04:00,02-10-2020 17:00,11-02-2020 09:12,Chennai,196,ASSAULT,14,F,Explosives,Violent Crime,8,Yes,15-04-2020 04:00
981,11-02-2020 01:00,02-10-2020 20:00,10-02-2020 21:29,Mumbai,515,KIDNAPPING,15,F,Explosives,Other Crime,13,Yes,27-03-2020 01:00
987,13-02-2020 17:00,02-11-2020 02:00,11-02-2020 20:52,Mumbai,345,ASSAULT,44,F,Poison,Violent Crime,19,Yes,02-04-2020 17:00
988,11-02-2020 12:00,02-11-2020 03:00,11-02-2020 21:00,Mumbai,196,SEXUAL ASSAULT,32,F,None,Violent Crime,8,Yes,13-08-2021 12:00
994,12-02-2020 09:00,02-11-2020 09:00,12-02-2020 04:32,Mumbai,113,ASSAULT,72,F,Knife,Violent Crime,10,No,
995,12-02-2020 17:00,02-11-2020 10:00,11-02-2020 19:04,Delhi,277,DRUG OFFENSE,26,F,Blunt Object,Other Crime,16,No,
998,12-02-2020 11:00,02-11-2020 13:00,11-02-2020 17:57,Delhi,211,CYBERCRIME,47,M,None,Other Crime,7,No,
1000,13-02-2020 18:00,02-11-2020 15:00,12-02-2020 14:34,Mumbai,582,SEXUAL ASSAULT,14,M,Explosives,Violent Crime,15,Yes,15-12-2020 18:00
1002,12-02-2020 22:00,02-11-2020 17:00,12-02-2020 13:44,Mumbai,207,VANDALISM,41,M,None,Other Crime,8,No,
1004,14-02-2020 17:00,02-11-2020 19:00,11-02-2020 23:10,Mumbai,129,ARSON,60,F,Poison,Fire Accident,7,No,
1007,13-02-2020 22:00,02-11-2020 22:00,12-02-2020 18:07,Delhi,174,SHOPLIFTING,73,F,Poison,Other Crime,2,Yes,14-03-2020 22:00
1009,12-02-2020 16:00,02-12-2020 00:00,12-02-2020 19:41,Chennai,440,DOMESTIC VIOLENCE,31,F,Explosives,Violent Crime,5,Yes,19-04-2020 16:00
1019,14-02-2020 06:00,02-12-2020 10:00,12-02-2020 13:53,Chennai,215,HOMICIDE,55,F,Other,Other Crime,19,No,
1025,12-02-2020 22:00,02-12-2020 16:00,13-02-2020 09:41,Delhi,225,VANDALISM,39,F,Blunt Object,Other Crime,7,No,
1026,14-02-2020 21:00,02-12-2020 17:00,13-02-2020 16:44,Mumbai,360,BURGLARY,65,F,None,Other Crime,4,No,
1031,13-02-2020 06:00,02-12-2020 22:00,13-02-2020 19:49,Delhi,546,VANDALISM,27,M,Other,Other Crime,9,No,
1032,14-02-2020 09:00,02-12-2020 23:00,13-02-2020 13:48,Mumbai,456,ARSON,41,F,Firearm,Fire Accident,19,Yes,21-04-2020 09:00
1047,14-02-2020 22:00,02-13-2020 14:00,14-02-2020 10:03,Mumbai,508,HOMICIDE,66,F,Other,Other Crime,12,No,
1050,15-02-2020 10:00,02-13-2020 17:00,14-02-2020 14:31,Delhi,330,VEHICLE - STOLEN,54,M,None,Violent Crime,2,Yes,01-03-2020 10:00
1051,14-02-2020 10:00,02-13-2020 18:00,13-02-2020 23:29,Delhi,401,FRAUD,42,F,Explosives,Other Crime,16,Yes,12-03-2020 10:00
1052,16-02-2020 05:00,02-13-2020 19:00,14-02-2020 00:32,Chennai,391,VEHICLE - STOLEN,32,F,Poison,Violent Crime,14,Yes,05-03-2020 05:00
1060,16-02-2020 15:00,02-14-2020 03:00,15-02-2020 01:25,Chennai,294,CYBERCRIME,16,M,Explosives,Other Crime,14,No,
1066,16-02-2020 04:00,02-14-2020 09:00,14-02-2020 21:18,Mumbai,574,PUBLIC INTOXICATION,47,M,Blunt Object,Other Crime,10,No,
1069,15-02-2020 05:00,02-14-2020 12:00,15-02-2020 00:50,Chennai,232,ILLEGAL POSSESSION,18,F,Firearm,Other Crime,15,Yes,06-05-2020 05:00
1070,15-02-2020 18:00,02-14-2020 13:00,14-02-2020 14:51,Delhi,458,ARSON,53,M,Explosives,Fire Accident,1,No,
1073,16-02-2020 21:00,02-14-2020 16:00,14-02-2020 19:10,Mumbai,240,DRUG OFFENSE,42,F,Explosives,Other Crime,6,No,
1076,17-02-2020 07:00,02-14-2020 19:00,15-02-2020 14:45,Delhi,202,VEHICLE - STOLEN,74,M,None,Violent Crime,18,Yes,28-03-2020 07:00
1079,17-02-2020 10:00,02-14-2020 22:00,15-02-2020 18:11,Chennai,130,ARSON,64,F,Other,Fire Accident,9,Yes,20-03-2020 10:00
1081,16-02-2020 13:00,02-15-2020 00:00,15-02-2020 05:00,Delhi,522,ASSAULT,41,F,None,Violent Crime,3,Yes,09-05-2020 13:00
1083,15-02-2020 23:00,02-15-2020 02:00,15-02-2020 23:55,Mumbai,398,PUBLIC INTOXICATION,16,F,Firearm,Other Crime,5,No,
1087,16-02-2020 13:00,02-15-2020 06:00,15-02-2020 14:24,Delhi,401,ILLEGAL POSSESSION,34,F,Firearm,Other Crime,2,Yes,25-02-2020 13:00
1088,16-02-2020 15:00,02-15-2020 07:00,15-02-2020 15:24,Delhi,573,FIREARM OFFENSE,42,F,Firearm,Fire Accident,11,No,
1089,15-02-2020 17:00,02-15-2020 08:00,16-02-2020 02:57,Delhi,334,FIREARM OFFENSE,72,F,Firearm,Fire Accident,9,Yes,19-03-2020 17:00
1103,17-02-2020 16:00,02-15-2020 22:00,16-02-2020 07:01,Mumbai,318,VEHICLE - STOLEN,61,F,Firearm,Violent Crime,1,Yes,05-04-2020 16:00
1105,17-02-2020 12:00,02-16-2020 00:00,16-02-2020 02:33,Mumbai,148,DOMESTIC VIOLENCE,77,F,None,Violent Crime,1,Yes,24-04-2020 12:00
1106,18-02-2020 15:00,02-16-2020 01:00,16-02-2020 03:36,Delhi,141,ROBBERY,53,F,Blunt Object,Violent Crime,18,Yes,20-04-2020 15:00
1111,17-02-2020 15:00,02-16-2020 06:00,16-02-2020 06:53,Delhi,448,ROBBERY,60,M,Explosives,Violent Crime,9,No,
1114,17-02-2020 12:00,02-16-2020 09:00,16-02-2020 18:21,Delhi,432,KIDNAPPING,23,F,None,Other Crime,6,Yes,17-04-2020 12:00
1116,18-02-2020 04:00,02-16-2020 11:00,16-02-2020 14:32,Mumbai,462,CYBERCRIME,56,M,Firearm,Other Crime,12,Yes,23-03-2020 04:00
1120,18-02-2020 11:00,02-16-2020 15:00,17-02-2020 04:59,Delhi,257,ILLEGAL POSSESSION,23,F,Poison,Other Crime,18,Yes,08-04-2020 11:00
1121,17-02-2020 14:00,02-16-2020 16:00,17-02-2020 03:06,Chennai,241,ASSAULT,33,M,Blunt Object,Violent Crime,18,No,
1130,19-02-2020 03:00,02-17-2020 01:00,17-02-2020 22:24,Delhi,373,HOMICIDE,78,F,Poison,Other Crime,1,No,
1134,19-02-2020 17:00,02-17-2020 05:00,17-02-2020 10:27,Delhi,542,SEXUAL ASSAULT,34,M,Explosives,Violent Crime,13,No,
1138,19-02-2020 18:00,02-17-2020 09:00,17-02-2020 18:22,Mumbai,114,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,11,No,
1139,18-02-2020 13:00,02-17-2020 10:00,18-02-2020 01:00,Mumbai,260,VEHICLE - STOLEN,40,F,Blunt Object,Violent Crime,4,Yes,26-02-2020 13:00
1145,18-02-2020 00:00,02-17-2020 16:00,18-02-2020 15:47,Mumbai,179,CYBERCRIME,45,F,Explosives,Other Crime,4,Yes,02-05-2020 00:00
1150,19-02-2020 16:00,02-17-2020 21:00,18-02-2020 04:19,Mumbai,249,PUBLIC INTOXICATION,60,F,None,Other Crime,14,No,
1152,20-02-2020 13:00,02-17-2020 23:00,18-02-2020 06:52,Mumbai,122,ARSON,38,M,Poison,Fire Accident,15,Yes,10-04-2020 13:00
1154,19-02-2020 21:00,02-18-2020 01:00,18-02-2020 01:02,Delhi,400,FRAUD,41,M,None,Other Crime,4,Yes,07-03-2020 21:00
1155,18-02-2020 07:00,02-18-2020 02:00,18-02-2020 23:34,Delhi,210,CYBERCRIME,72,F,None,Other Crime,7,Yes,06-04-2020 07:00
1162,18-02-2020 15:00,02-18-2020 09:00,18-02-2020 12:14,Delhi,276,VANDALISM,78,M,None,Other Crime,2,Yes,03-03-2020 15:00
1164,19-02-2020 06:00,02-18-2020 11:00,18-02-2020 22:07,Chennai,109,ASSAULT,12,F,Blunt Object,Violent Crime,3,No,
1169,20-02-2020 12:00,02-18-2020 16:00,19-02-2020 10:39,Delhi,309,FIREARM OFFENSE,69,M,Explosives,Fire Accident,14,Yes,14-03-2020 12:00
1173,20-02-2020 06:00,02-18-2020 20:00,19-02-2020 19:57,Mumbai,360,FIREARM OFFENSE,31,F,Other,Fire Accident,4,Yes,15-04-2020 06:00
1187,21-02-2020 15:00,02-19-2020 10:00,20-02-2020 05:04,Delhi,284,DRUG OFFENSE,75,F,Blunt Object,Other Crime,14,Yes,18-05-2020 15:00
1189,20-02-2020 07:00,02-19-2020 12:00,19-02-2020 22:58,Mumbai,136,SHOPLIFTING,39,F,Explosives,Other Crime,12,No,
1192,20-02-2020 09:00,02-19-2020 15:00,20-02-2020 13:25,Mumbai,143,VEHICLE - STOLEN,65,F,Poison,Violent Crime,8,No,
1195,21-02-2020 08:00,02-19-2020 18:00,20-02-2020 09:25,Mumbai,221,HOMICIDE,77,M,None,Other Crime,17,No,
1196,22-02-2020 11:00,02-19-2020 19:00,20-02-2020 06:03,Mumbai,470,ROBBERY,43,M,Other,Violent Crime,17,Yes,24-06-2020 11:00
1200,21-02-2020 14:00,02-19-2020 23:00,20-02-2020 15:59,Chennai,437,COUNTERFEITING,72,M,Poison,Other Crime,8,No,
1201,21-02-2020 12:00,02-20-2020 00:00,20-02-2020 10:17,Mumbai,348,ASSAULT,24,F,Poison,Violent Crime,10,No,
1204,22-02-2020 08:00,02-20-2020 03:00,20-02-2020 21:13,Mumbai,222,COUNTERFEITING,23,F,Poison,Other Crime,17,Yes,17-04-2020 08:00
